movie_id,genre_id,genre_name
234200,18,드라마
234200,35,코미디
369883,10751,가족
369883,35,코미디
74842,12,모험
74842,14,판타지
74842,16,애니메이션
74842,878,SF
627070,99,다큐멘터리
627070,18,드라마
627070,9648,미스터리
441531,28,액션
441531,80,범죄
492452,18,드라마
513386,16,애니메이션
513386,10751,가족
351901,28,액션
351901,53,스릴러
351901,80,범죄
483104,10749,로맨스
483104,10770,TV 영화
156965,18,드라마
121824,53,스릴러
121824,35,코미디
121824,28,액션
401743,80,범죄
401743,18,드라마
196750,28,액션
196750,16,애니메이션
196750,80,범죄
196750,878,SF
257785,18,드라마
257785,10749,로맨스
59437,18,드라마
810731,99,다큐멘터리
810731,80,범죄
487083,14,판타지
487083,878,SF
487083,53,스릴러
51999,18,드라마
51999,878,SF
51999,10749,로맨스
85985,28,액션
85985,10749,로맨스
85985,53,스릴러
49020,18,드라마
49020,35,코미디
49020,10749,로맨스
509853,80,범죄
509853,53,스릴러
410118,12,모험
410118,53,스릴러
86184,12,모험
86184,10751,가족
86184,16,애니메이션
58443,12,모험
58443,18,드라마
413998,18,드라마
413998,10749,로맨스
492008,28,액션
492008,18,드라마
492008,36,역사
75802,35,코미디
75802,10749,로맨스
505177,53,스릴러
82684,18,드라마
655917,18,드라마
655917,9648,미스터리
655917,53,스릴러
301608,80,범죄
301608,53,스릴러
508330,27,공포
508330,53,스릴러
508330,9648,미스터리
461714,28,액션
461714,53,스릴러
324308,99,다큐멘터리
747687,18,드라마
212769,10402,음악
257440,53,스릴러
257440,18,드라마
257440,28,액션
257440,9648,미스터리
453364,18,드라마
453364,16,애니메이션
300602,35,코미디
300602,16,애니메이션
300602,12,모험
300602,10751,가족
581530,18,드라마
581530,28,액션
581530,35,코미디
70577,53,스릴러
70577,80,범죄
37737,18,드라마
37737,28,액션
37737,10749,로맨스
326285,80,범죄
326285,18,드라마
601165,53,스릴러
601165,28,액션
353979,27,공포
353979,53,스릴러
413471,35,코미디
413471,18,드라마
413471,10749,로맨스
222899,35,코미디
222899,10749,로맨스
448916,878,SF
290751,53,스릴러
290751,9648,미스터리
290751,18,드라마
290751,80,범죄
271674,18,드라마
271674,10749,로맨스
271674,10752,전쟁
199584,28,액션
199584,18,드라마
199584,35,코미디
199584,12,모험
509733,16,애니메이션
509733,12,모험
509733,35,코미디
509733,10751,가족
82485,28,액션
82485,53,스릴러
82485,80,범죄
407627,10770,TV 영화
407627,12,모험
407627,28,액션
407627,878,SF
407627,27,공포
728142,18,드라마
597156,18,드라마
408360,28,액션
408360,18,드라마
408360,36,역사
178682,10751,가족
178682,35,코미디
178682,10770,TV 영화
178682,14,판타지
453755,18,드라마
390059,35,코미디
390059,10749,로맨스
390059,18,드라마
89899,35,코미디
339987,10752,전쟁
339987,18,드라마
505225,18,드라마
505225,53,스릴러
339095,28,액션
339095,80,범죄
339095,53,스릴러
337960,18,드라마
202220,35,코미디
202220,28,액션
202220,80,범죄
193613,10402,음악
64685,18,드라마
455656,35,코미디
711705,12,모험
711705,27,공포
254302,18,드라마
523781,18,드라마
523781,10749,로맨스
375867,10749,로맨스
375867,35,코미디
375867,18,드라마
400579,35,코미디
400579,18,드라마
795813,878,SF
795813,35,코미디
795813,10749,로맨스
570131,35,코미디
570131,18,드라마
570131,10749,로맨스
570131,14,판타지
448194,53,스릴러
448194,27,공포
448194,18,드라마
230726,18,드라마
230726,10749,로맨스
140823,35,코미디
140823,18,드라마
140823,36,역사
337674,18,드라마
337674,53,스릴러
922017,35,코미디
872542,28,액션
872542,53,스릴러
556574,36,역사
556574,18,드라마
323966,28,액션
323966,80,범죄
660006,80,범죄
660006,18,드라마
660006,10749,로맨스
503403,10749,로맨스
503403,10770,TV 영화
41592,10402,음악
41592,10749,로맨스
41592,18,드라마
232572,12,모험
232572,35,코미디
232572,18,드라마
77948,28,액션
77948,53,스릴러
77948,9648,미스터리
69735,28,액션
69735,16,애니메이션
69735,80,범죄
785521,10749,로맨스
785521,18,드라마
376134,18,드라마
376134,10749,로맨스
376134,878,SF
376134,53,스릴러
376134,9648,미스터리
741613,27,공포
776527,99,다큐멘터리
776527,10402,음악
776527,36,역사
581577,10752,전쟁
581577,18,드라마
69668,9648,미스터리
69668,18,드라마
69668,53,스릴러
186992,18,드라마
186992,53,스릴러
253344,35,코미디
253344,10749,로맨스
359245,53,스릴러
359245,27,공포
543753,80,범죄
787787,10749,로맨스
787787,35,코미디
787787,18,드라마
55215,16,애니메이션
55215,27,공포
55215,878,SF
264656,37,서부
264656,18,드라마
242076,80,범죄
242076,18,드라마
242076,53,스릴러
185567,80,범죄
185567,18,드라마
185567,53,스릴러
193687,878,SF
311056,16,애니메이션
311056,14,판타지
311056,28,액션
311056,18,드라마
311056,35,코미디
579831,10752,전쟁
579831,18,드라마
579831,36,역사
532944,99,다큐멘터리
335578,10752,전쟁
335578,18,드라마
335578,36,역사
712152,35,코미디
712152,18,드라마
56906,27,공포
56906,53,스릴러
454467,10751,가족
454467,35,코미디
454467,14,판타지
450489,35,코미디
450489,18,드라마
450489,10749,로맨스
571495,80,범죄
571495,18,드라마
513434,35,코미디
513434,27,공포
64246,16,애니메이션
64246,18,드라마
64246,10751,가족
738646,35,코미디
738646,10751,가족
738646,10749,로맨스
738646,10770,TV 영화
517088,18,드라마
517088,36,역사
409617,9648,미스터리
409617,53,스릴러
409617,27,공포
683641,18,드라마
683641,53,스릴러
282984,18,드라마
282984,35,코미디
282984,80,범죄
540158,10402,음악
540158,10749,로맨스
540158,18,드라마
632666,18,드라마
632666,35,코미디
588730,18,드라마
588730,10751,가족
247788,10751,가족
247788,14,판타지
247788,16,애니메이션
247788,12,모험
723895,16,애니메이션
723895,10751,가족
723895,10770,TV 영화
64720,53,스릴러
64720,18,드라마
64720,27,공포
773655,35,코미디
393559,16,애니메이션
393559,35,코미디
393559,18,드라마
393559,10751,가족
393559,10749,로맨스
522887,16,애니메이션
522887,12,모험
522887,10751,가족
522887,35,코미디
50837,18,드라마
50837,53,스릴러
586048,18,드라마
89708,99,다큐멘터리
45156,35,코미디
45156,18,드라마
45156,10749,로맨스
610290,35,코미디
610290,10749,로맨스
610290,18,드라마
333381,18,드라마
333381,53,스릴러
74387,35,코미디
139933,53,스릴러
139933,27,공포
139933,10749,로맨스
411802,16,애니메이션
411802,28,액션
411802,878,SF
630766,27,공포
440642,12,모험
440642,18,드라마
440642,36,역사
440642,53,스릴러
291356,37,서부
291356,28,액션
781816,16,애니메이션
781816,18,드라마
781816,10751,가족
84383,99,다큐멘터리
31867,28,액션
31867,878,SF
31867,53,스릴러
31867,80,범죄
254375,12,모험
254375,18,드라마
254375,35,코미디
81401,18,드라마
809972,80,범죄
809972,18,드라마
210947,27,공포
210947,53,스릴러
519010,18,드라마
146229,53,스릴러
146229,27,공포
833417,18,드라마
497727,12,모험
497727,14,판타지
497727,28,액션
94352,14,판타지
94352,10751,가족
94352,10402,음악
94352,18,드라마
376866,18,드라마
283686,53,스릴러
283686,27,공포
763329,35,코미디
763329,18,드라마
340613,18,드라마
116613,28,액션
116613,80,범죄
515741,18,드라마
515741,53,스릴러
515741,9648,미스터리
339397,35,코미디
339397,18,드라마
339397,10749,로맨스
73582,18,드라마
73582,28,액션
73582,10749,로맨스
373314,53,스릴러
373314,18,드라마
373314,9648,미스터리
63574,35,코미디
63574,10402,음악
419835,18,드라마
419835,9648,미스터리
419835,80,범죄
271736,18,드라마
158445,18,드라마
158445,35,코미디
318121,35,코미디
318121,18,드라마
146238,80,범죄
146238,53,스릴러
146238,18,드라마
399121,36,역사
399121,18,드라마
399121,53,스릴러
550440,10751,가족
550440,9648,미스터리
550440,35,코미디
550440,14,판타지
359784,18,드라마
359784,10749,로맨스
487476,18,드라마
487476,35,코미디
664850,16,애니메이션
664850,10751,가족
351339,36,역사
351339,53,스릴러
351339,10752,전쟁
340674,18,드라마
340674,53,스릴러
11439,53,스릴러
11439,9648,미스터리
691812,53,스릴러
691812,80,범죄
691812,18,드라마
691812,28,액션
623666,18,드라마
451480,10749,로맨스
451480,18,드라마
451480,36,역사
423333,18,드라마
73358,9648,미스터리
73358,53,스릴러
73358,18,드라마
118612,9648,미스터리
118612,53,스릴러
102780,18,드라마
102780,14,판타지
102780,53,스릴러
59678,28,액션
59678,35,코미디
59678,878,SF
525657,28,액션
525657,53,스릴러
423612,18,드라마
423612,53,스릴러
423612,10749,로맨스
339547,27,공포
339547,28,액션
339547,878,SF
339547,53,스릴러
375183,18,드라마
586707,53,스릴러
586707,878,SF
518978,18,드라마
518978,12,모험
518978,9648,미스터리
436459,18,드라마
436459,35,코미디
469721,27,공포
469721,18,드라마
469721,878,SF
338964,35,코미디
338964,80,범죄
338964,18,드라마
338964,9648,미스터리
228203,18,드라마
228203,10751,가족
585831,28,액션
585831,80,범죄
115210,27,공포
73567,80,범죄
73567,53,스릴러
73567,18,드라마
73937,35,코미디
491283,18,드라마
491283,36,역사
491283,10402,음악
291328,10749,로맨스
291328,35,코미디
291328,18,드라마
467824,878,SF
467824,28,액션
467824,12,모험
467824,53,스릴러
776515,35,코미디
774810,16,애니메이션
774810,12,모험
774810,10751,가족
761563,27,공포
660335,28,액션
660335,53,스릴러
660335,27,공포
776142,99,다큐멘터리
135531,16,애니메이션
135531,28,액션
135531,12,모험
135531,35,코미디
135531,14,판타지
244566,10749,로맨스
244566,35,코미디
244566,27,공포
309245,35,코미디
77875,35,코미디
77875,10749,로맨스
556867,35,코미디
556867,18,드라마
556867,80,범죄
149427,14,판타지
149427,12,모험
149427,10751,가족
102629,12,모험
102629,18,드라마
102629,28,액션
102629,53,스릴러
110416,10751,가족
110416,16,애니메이션
110416,14,판타지
302688,10749,로맨스
302688,35,코미디
803694,18,드라마
49787,18,드라마
49787,27,공포
49787,53,스릴러
49010,80,범죄
49010,28,액션
49010,53,스릴러
549787,28,액션
549787,27,공포
549787,878,SF
549787,14,판타지
258216,18,드라마
228970,18,드라마
377447,28,액션
377447,12,모험
377447,35,코미디
377447,10751,가족
377447,10752,전쟁
50217,35,코미디
50217,18,드라마
50217,10749,로맨스
304357,18,드라마
70706,18,드라마
550412,27,공포
44982,18,드라마
44982,53,스릴러
294992,53,스릴러
294992,10752,전쟁
294992,12,모험
958487,18,드라마
958487,878,SF
695958,18,드라마
695958,53,스릴러
286192,16,애니메이션
286192,10751,가족
508791,10749,로맨스
508791,18,드라마
673319,35,코미디
673319,10749,로맨스
673319,878,SF
673319,53,스릴러
763073,18,드라마
505423,27,공포
505423,9648,미스터리
505423,53,스릴러
503125,27,공포
503125,35,코미디
939356,99,다큐멘터리
333622,16,애니메이션
333622,28,액션
333622,14,판타지
333622,18,드라마
333622,35,코미디
308639,80,범죄
308639,18,드라마
308639,35,코미디
462181,35,코미디
462181,18,드라마
462181,10749,로맨스
524348,53,스릴러
524348,18,드라마
479259,18,드라마
472734,35,코미디
472734,18,드라마
431112,80,범죄
431112,18,드라마
431112,9648,미스터리
431112,53,스릴러
252680,35,코미디
531380,28,액션
531380,12,모험
531380,80,범죄
192132,18,드라마
728123,99,다큐멘터리
614560,18,드라마
614560,36,역사
126277,27,공포
126277,53,스릴러
41210,35,코미디
41210,10749,로맨스
41210,18,드라마
615761,14,판타지
615761,18,드라마
615761,10749,로맨스
135579,12,모험
135579,35,코미디
135579,27,공포
95775,18,드라마
150117,35,코미디
150117,10749,로맨스
199591,53,스릴러
199591,18,드라마
407806,99,다큐멘터리
567970,18,드라마
567970,9648,미스터리
567970,53,스릴러
567970,36,역사
356334,28,액션
52274,27,공포
52274,53,스릴러
460024,12,모험
460024,878,SF
400411,27,공포
400411,9648,미스터리
400411,53,스릴러
644089,18,드라마
624808,35,코미디
624808,10749,로맨스
486947,53,스릴러
486947,18,드라마
58231,35,코미디
596247,18,드라마
596247,53,스릴러
454433,10751,가족
454433,14,판타지
454433,35,코미디
80591,18,드라마
80591,10749,로맨스
157841,12,모험
157841,18,드라마
157841,10751,가족
214761,18,드라마
214761,53,스릴러
425148,12,모험
425148,80,범죄
425148,10751,가족
425148,35,코미디
611207,35,코미디
611207,10749,로맨스
72113,35,코미디
72113,18,드라마
567608,53,스릴러
575452,18,드라마
575452,80,범죄
575452,53,스릴러
339396,35,코미디
339396,28,액션
532753,18,드라마
532753,35,코미디
567598,35,코미디
567598,18,드라마
724717,28,액션
473165,37,서부
473165,28,액션
473165,14,판타지
473165,27,공포
1018645,99,다큐멘터리
647498,10752,전쟁
647498,18,드라마
485774,27,공포
485774,53,스릴러
363992,80,범죄
363992,18,드라마
363992,36,역사
363992,53,스릴러
363992,10770,TV 영화
611014,12,모험
611014,14,판타지
611014,10751,가족
653610,99,다큐멘터리
48034,35,코미디
48034,18,드라마
662638,16,애니메이션
662638,28,액션
662638,80,범죄
662638,9648,미스터리
662638,10749,로맨스
662638,53,스릴러
26390,80,범죄
26390,18,드라마
26390,53,스릴러
288737,16,애니메이션
288737,35,코미디
42888,35,코미디
42888,18,드라마
42888,10749,로맨스
50135,16,애니메이션
50135,10751,가족
50135,35,코미디
248574,12,모험
248574,35,코미디
248574,28,액션
248574,10749,로맨스
419706,27,공포
69798,35,코미디
511819,18,드라마
59197,878,SF
46829,35,코미디
46829,18,드라마
301875,18,드라마
301875,10749,로맨스
301875,878,SF
70954,18,드라마
70954,53,스릴러
70954,12,모험
325789,80,범죄
325789,18,드라마
325789,53,스릴러
77987,18,드라마
77987,53,스릴러
77987,80,범죄
665135,99,다큐멘터리
665135,10751,가족
476631,16,애니메이션
476631,12,모험
476631,10751,가족
476631,14,판타지
624789,80,범죄
624789,18,드라마
54186,18,드라마
54186,53,스릴러
54186,9648,미스터리
509598,53,스릴러
509598,18,드라마
509598,36,역사
480001,35,코미디
480001,53,스릴러
268920,28,액션
268920,35,코미디
268920,80,범죄
103370,18,드라마
103370,35,코미디
103370,80,범죄
467956,35,코미디
467956,18,드라마
308403,18,드라마
66125,18,드라마
66125,35,코미디
66125,10751,가족
429197,35,코미디
429197,18,드라마
172533,10749,로맨스
172533,18,드라마
802226,53,스릴러
802226,27,공포
338189,18,드라마
302150,28,액션
302150,53,스릴러
55890,80,범죄
55890,27,공포
438640,10749,로맨스
438640,18,드라마
72976,36,역사
72976,18,드라마
800425,80,범죄
243684,18,드라마
243684,35,코미디
601470,18,드라마
601470,36,역사
575446,18,드라마
44945,80,범죄
44945,18,드라마
44945,53,스릴러
515916,18,드라마
603603,36,역사
603603,18,드라마
76115,10402,음악
76115,18,드라마
76115,10749,로맨스
433356,10749,로맨스
433356,18,드라마
433356,10752,전쟁
634544,18,드라마
51533,28,액션
51533,35,코미디
381237,35,코미디
381237,27,공포
381237,28,액션
399300,28,액션
244316,28,액션
244316,27,공포
244316,53,스릴러
101731,35,코미디
101731,18,드라마
199928,80,범죄
199928,18,드라마
199928,9648,미스터리
43920,18,드라마
581420,18,드라마
759902,27,공포
759902,53,스릴러
759902,9648,미스터리
818350,16,애니메이션
818350,10749,로맨스
818350,878,SF
818350,10751,가족
359246,27,공포
359246,9648,미스터리
359246,53,스릴러
411135,878,SF
1066298,9648,미스터리
1066298,35,코미디
1066298,53,스릴러
1066298,36,역사
866678,18,드라마
866678,28,액션
866678,80,범죄
567860,99,다큐멘터리
421658,28,액션
421658,53,스릴러
537681,18,드라마
426563,9648,미스터리
426563,12,모험
426563,35,코미디
426563,80,범죄
458109,9648,미스터리
458109,53,스릴러
458109,80,범죄
146223,9648,미스터리
146223,18,드라마
146223,80,범죄
146223,53,스릴러
347413,28,액션
347413,16,애니메이션
347413,14,판타지
347413,35,코미디
125490,878,SF
125490,27,공포
112200,35,코미디
112200,18,드라마
55720,18,드라마
219572,28,액션
219572,80,범죄
219572,18,드라마
423988,878,SF
423988,28,액션
423988,53,스릴러
67660,35,코미디
67660,10749,로맨스
81390,12,모험
81390,28,액션
81390,53,스릴러
81390,80,범죄
496743,878,SF
496743,18,드라마
428142,28,액션
428142,14,판타지
428142,16,애니메이션
132363,18,드라마
29564,28,액션
29564,35,코미디
438058,28,액션
438058,12,모험
438058,16,애니메이션
438058,80,범죄
438058,9648,미스터리
254263,10751,가족
254263,16,애니메이션
254263,14,판타지
38357,35,코미디
38357,18,드라마
38357,10749,로맨스
317198,10770,TV 영화
317198,12,모험
317198,35,코미디
85373,10402,음악
85373,10749,로맨스
85373,18,드라마
532865,18,드라마
532865,36,역사
313108,18,드라마
424121,27,공포
424121,9648,미스터리
424121,53,스릴러
424121,18,드라마
472451,18,드라마
123103,27,공포
123103,53,스릴러
1004663,99,다큐멘터리
515042,99,다큐멘터리
515042,12,모험
946327,99,다큐멘터리
946327,80,범죄
418078,18,드라마
418078,27,공포
418078,9648,미스터리
39957,18,드라마
39957,27,공포
39957,53,스릴러
88005,35,코미디
88005,18,드라마
88005,10749,로맨스
88005,12,모험
619594,18,드라마
88042,35,코미디
418896,18,드라마
507143,35,코미디
455957,53,스릴러
455957,28,액션
455957,80,범죄
1013577,99,다큐멘터리
401371,878,SF
401371,9648,미스터리
401371,53,스릴러
797309,99,다큐멘터리
797309,10402,음악
109417,10402,음악
109417,18,드라마
342521,28,액션
342521,35,코미디
342521,80,범죄
538858,27,공포
538858,14,판타지
65057,35,코미디
65057,18,드라마
319888,35,코미디
319888,18,드라마
319888,36,역사
319888,12,모험
528949,18,드라마
528949,36,역사
528949,53,스릴러
431808,28,액션
431808,16,애니메이션
431808,35,코미디
521296,16,애니메이션
521296,35,코미디
521296,14,판타지
209276,18,드라마
99367,35,코미디
401200,18,드라마
401200,36,역사
401200,53,스릴러
401200,28,액션
85889,80,범죄
85889,18,드라마
85889,35,코미디
68341,18,드라마
68341,53,스릴러
68341,80,범죄
68341,27,공포
362826,27,공포
362826,14,판타지
362826,53,스릴러
362826,18,드라마
716532,35,코미디
716532,18,드라마
716532,10749,로맨스
205601,18,드라마
472454,18,드라마
472454,10752,전쟁
472454,36,역사
654739,28,액션
654739,80,범죄
654739,18,드라마
654739,53,스릴러
466190,28,액션
466190,37,서부
49950,53,스릴러
49950,18,드라마
49950,27,공포
46198,10749,로맨스
46198,35,코미디
410554,28,액션
410554,53,스릴러
410554,80,범죄
501630,35,코미디
505746,28,액션
505746,35,코미디
341077,28,액션
341077,80,범죄
341077,18,드라마
341077,53,스릴러
49014,18,드라마
554152,99,다큐멘터리
554152,10402,음악
334517,10752,전쟁
334517,18,드라마
334517,53,스릴러
77953,35,코미디
628917,35,코미디
628917,18,드라마
551298,10402,음악
551298,10770,TV 영화
551298,14,판타지
537190,28,액션
537190,27,공포
537190,18,드라마
537190,14,판타지
833326,18,드라마
426284,28,액션
426284,14,판타지
426284,12,모험
321697,18,드라마
321697,36,역사
384127,18,드라마
384127,10749,로맨스
200505,18,드라마
565743,9648,미스터리
565743,878,SF
565743,53,스릴러
565743,18,드라마
109421,53,스릴러
109421,80,범죄
109421,18,드라마
383140,53,스릴러
383140,28,액션
